Name,Average
Petinomys_fuscocapillus,2
Petinomys_vordermanni,2
Sciurus_ignitus,2
Xerus_princeps,2
Cannomys_badius,2
Mastomys_erythroleucus,11.23
Rattus_andamanensis,10
Colomys_goslingi,1.97
Lophuromys_woosnami,1.97
Myosciurus_pumilio,1.97
Leopoldamys_edwardsi,1.94
Lophuromys_rahmi,1.94
Mus_tenellus,1.94
Paramelomys_platyops,1.94
Gymnuromys_roberti,1.94
Callosciurus_adamsi,1.94
Callosciurus_erythraeus,1.94
Exilisciurus_concinnus,1.94
Exilisciurus_whiteheadi,1.94
Lariscus_hosei,1.94
Sciurillus_pusillus,1.94
Sciurus_aureogaster,1.94
Xerus_rutilus,1.94
Sciurus_granatensis,1.9
Leptomys_elegans,1.88
Mesembriomys_gouldii,1.87
Funisciurus_lemniscatus,1.8
Deomys_ferrugineus,1.7
Otomys_typus,1.7
Mammelomys_rattoides,1.69
Paramelomys_mollis,1.69
Chiropodomys_gliroides,1.65
Otomys_irroratus,1.65
Trogopterus_xanthipes,1.64
Paraxerus_palliatus,1.6
Otomys_denti,1.59
Lophuromys_nudicaudus,1.55
Paramelomys_levipes,1.52
Petromus_typicus,1.5
Paraxerus_poensis,1.5
Petinomys_setosus,1.5
Ratufa_bicolor,1.5
Protoxerus_stangeri,1.47
Otomys_sloggetti,1.44
Otomys_unisulcatus,1.42
Mastacomys_fuscus,1.41
Tachyoryctes_splendens,1.41
Rhinosciurus_laticaudatus,1.39
Thamnomys_venustus,1.33
Funisciurus_anerythrus,1.32
Otomys_tropicalis,1.29
Callosciurus_prevostii,1.29
Pteromyscus_pulverulentus,1.28
Hypogeomys_antimena,1.26
Funisciurus_pyrropus,1.26
Paraxerus_flavovittis,1.22
Chiruromys_vates,1.07
Crossomys_moncktoni,1.07
Hyomys_dammermani,1.07
Mallomys_istapantap,1.07
Paramelomys_lorentzii,1.07
Aeromys_tephromelas,1.07
Petinomys_genibarbis,1.07
Paraxerus_boehmi,1.06
Mallomys_aroaensis,1.02
Mallomys_rothschildi,1.02
Archboldomys_luzonensis,1
Hyomys_goliath,1
Lamottemys_okuensis,1
Lenomys_meyeri,1
Lophuromys_luteogaster,1
Melasmothrix_naso,1
Phloeomys_cumingi,1
Pseudohydromys_ellermani,1
Taeromys_callitrichus,1
Tateomys_macrocercus,1
Tateomys_rhinogradoides,1
Pedetes_surdaster,1
Petaurista_elegans,1
Petaurista_petaurista,1
Tachyoryctes_macrocephalus,1
Pedetes_capensis,0.98
Funisciurus_isabella,0.98
Pseudohydromys_murinus,0.97
Cricetomys_emini,0.97
Funisciurus_leucogenys,0.97
Paraxerus_alexandri,0.97
Petaurista_magnificus,0.97
